"1170850"	"350000"	"House"		"2624"	"1"	"2"	"3"	0	"1564 Torbay Road"	"A1K1A2"	"-52.73456"	"47.670101"	"100 x 105 x 82 x 103"	"Attached garage"	""	""	""	""	""	"100 x 105 x 82 x 103|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19131921/1564-Torbay-Road-Torbay-Newfoundland-Labrador-A1K1A2"
"1170866"	"345000"	"House"		"2300"	"1"	"1"	"2"	0	"1568 Torbay Road"	"A1A2G3"	"-52.734324"	"47.670354"	"100 x 105 x 82 x 103"	"Attached garage"	""	""	""	""	""	"100 x 105 x 82 x 103|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19131913/1568-Torbay-Road-Torbay-Newfoundland-Labrador-A1A2G3"
"1170742"	"339900"	"House"	"Freehold"	"2830"	"1"	"2"	"2"	0	"41 Butlers Road"	"A0A3L0"	"-52.76545"	"47.762478"	""	""	""	""	""	""	""	"App 1/2 acre|10,890 - 21,799 sqft (1/4 - 1/2 ac)"	"https://www.realtor.ca//Residential/Single-Family/19119114/41-Butlers-Road-Pouch-Cove-Newfoundland-Labrador-A0A3L0"
"1170743"	"289900"	"House"	"Freehold"	"1880"	"2"	"2"	"3"	0	"5 Harp Place"	"A1L1E9"	"-52.856161"	"47.532685"	"50 x 100"	""	""	""	""	""	""	"50 x 100|4,051 - 7,250 sqft"	"https://www.realtor.ca//Residential/Single-Family/19119113/5-Harp-Place-PARADISE-Newfoundland-Labrador-A1L1E9"
"1170660"	"379900"	"House"	"Freehold"	"2132"	"1"	"2"	"3"	0	"239 Elizabeth Drive"	"A1L0L8"	"-52.829332"	"47.541971"	""	"Attached garage"	""	""	""	""	""	"51.7 X 120 X 53. 4 X 100"	"https://www.realtor.ca//Residential/Single-Family/19112354/239-ELIZABETH-Drive-PARADISE-Newfoundland-Labrador-A1L0L8"
"1170485"	"359900"	"House"		"2298"	"1"	"2"	"3"	0	"52 Moffatt Road"	"A1N0G7"	"-52.813373"	"47.527685"	"50 x 50"	""	""	""	""	""	""	"50x50|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19101392/52-Moffatt-Road-Mount-Pearl-Newfoundland-Labrador-A1N0G7"
"1170389"	"329000"	"House"	"Freehold"	"2166"	"3"	"2"	"3"	0	"75 Old Bay Bulls Road"	"A1G1C2"	"-52.757885"	"47.514098"	"58 x 164"	"Attached garage"	""	"Detached garage"	""	""	""	"58x164|0-4,050 sqft"	"https://www.realtor.ca//Residential/Single-Family/19098109/75-Old-Bay-Bulls-Road-Kilbride-Newfoundland-Labrador-A1G1C2"
"1170404"	"299900"	"House"	"Freehold"	"1893"	"2"	"3"	"3"	0	"221 Dogberry Hill Road"	"A1M1C3"	"-52.88002"	"47.575559"	"76 x 266"	""	""	""	""	""	""	"76x266|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19098099/221-Dogberry-Hill-Road-Portugal-Cove---St-Phillips-Newfoundland-Labrador-A1M1C3"
"1170219"	"340000"	"House"		"940"	"2"	"3"	"3"	0	"43 Bridge Road"	"A1K1A1"	"-52.736188"	"47.656885"	"50.7. x 134.8"	""	""	""	""	""	""	"50.7. X 134.8|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19084740/43-Bridge-Road-Torbay-Newfoundland-Labrador-A1K1A1"
"1134487"	"395000"	"House"	"Freehold"	"2598"	"1"	"2"	"2"	0	"7 Henry Larsen Street"	"A1B0N6"	"-52.802687"	"47.543199"	"58 x 99 x 49 x 99"	"Attached garage"	""	""	""	""	""	"58 X 99 X 49 X 99|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19080828/7-HENRY-LARSEN-Street-ST-JOHNS-Newfoundland-Labrador-A1B0N6"
"1170092"	"329900"	"House"	"Freehold"	"2050"	"1"	"2"	"3"	"1"	"4 Crambrae Street"	"A1A5R8"	"-52.743916"	"47.601792"	"50 x 127 x 41 x 13 x 144"	""	""	""	""	""	""	"50x127x41x13x144|4,051 - 7,250 sqft"	"https://www.realtor.ca//Residential/Single-Family/19080433/4-Crambrae-Street-St-Johns-Newfoundland-Labrador-A1A5R8"
"1170131"	"299900"	"House"		"1824"	"1"	"2"	"2"	0	"42 Pumphrey Avenue"	"A1N2V5"	"-52.803517"	"47.51206"	"45 x 123"	""	""	""	""	""	""	"45 x 123|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19072652/42-Pumphrey-Avenue-Mount-Pearl-Newfoundland-Labrador-A1N2V5"
"1166307"	"319500"	"House"		"2632"	"1"	"2"	"3"	0	"6 Dennis' Road"	"A1X7J3"	"-52.97478"	"47.491149"	""	""	""	""	""	""	""	"69 front X 128L X 112R X 71 rear"	"https://www.realtor.ca//Residential/Single-Family/19071724/6-Dennis-Road-Conception-Bay-South-Newfoundland-Labrador-A1X7J3"
"1169979"	"355900"	"House"	"Freehold"	"2076"	"1"	"2"	"2"	0	"19 Lilac Crescent"	"A1H0M4"	"-52.811438"	"47.49593"	"40 x 111 x 40 x 111"	"Attached garage"	""	""	""	""	""	"40x111x40x111|0-4,050 sqft"	"https://www.realtor.ca//Residential/Single-Family/19064114/19-Lilac-Crescent-St-Johns-Newfoundland-Labrador-A1H0M4"
"1167914"	"397000"	"House"		"2534"	"1"	"2"	"2"	0	"207 Cheeseman Drive"	"A1H0G8"	"-52.827126"	"47.492166"	"55 x 110"	"Attached garage"	""	""	""	""	""	"55x110|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18981232/207-Cheeseman-Drive-St-Johns-Newfoundland-Labrador-A1H0G8"
"1169885"	"374900"	"House"	"Freehold"	"1452"	"2"	"3"	"3"	0	"59 Nautilus Street"	"A1B0G5"	"-52.7864984"	"47.5517252"	"49 x 98"	"Attached garage"	""	""	""	""	""	"49 X 98|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19057043/59-Nautilus-Street-St-Johns-Newfoundland-Labrador-A1B0G5"
"1169731"	"300000"	"House"	"Freehold"	"2652"	"1"	"2"	"3"	"1"	"10 Gully Road"	"A0A3L0"	"-52.769812"	"47.7579"	"50 x 157 x 80"	""	""	""	""	""	""	"50x157x80|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19046241/10-Gully-Road-Pouch-Cove-Newfoundland-Labrador-A0A3L0"
"1169748"	"374900"	"House"	"Freehold"	"2373"	"1"	"3"	"2"	0	"32 Orlando Place"	"A1B0S6"	"-52.801791"	"47.545728"	"58 x 103 x 41 x 105"	""	""	""	""	""	""	"58x103x41x105|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19046221/32-Orlando-Place-St-Johns-Newfoundland-Labrador-A1B0S6"
"1168683"	"336000"	"House"		"1900"	"1"	"2"	"3"	0	"13 Phoenix Drive"	"A1L4H8"	"-52.8920031"	"47.5519009"	"50 x 100"	"Attached garage"	""	"Garage"	"1"	""	""	"50 x 100|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19044809/13-Phoenix-Drive-Paradise-Newfoundland-Labrador-A1L4H8"
"1168666"	"374900"	"House"	"Freehold"	"2000"	"2"	"3"	"3"	0	"35 Gulley Road"	"A0A3L0"	"-52.768914"	"47.7603435"	"125 x 144 x 157 x 66"	"Attached garage"	""	"Detached garage"	""	"Garage"	"1"	"125X144X157X66|.5 - 9.99 acres"	"https://www.realtor.ca//Residential/Single-Family/19040950/35-Gulley-Road-POUCH-COVE-Newfoundland-Labrador-A0A3L0"
"1168412"	"329900"	"House"	"Freehold"	"2160"	"2"	"3"	"3"	0	"11 Rosegate Place"	"A1W0C6"	"-52.944212"	"47.53319"	""	""	""	""	""	""	""	"454.10SQM|0-4,050 sqft"	"https://www.realtor.ca//Residential/Single-Family/19034624/11-Rosegate-Place-Conception-Bay-South-Newfoundland-Labrador-A1W0C6"
"1167740"	"350000"	"House"		"2468"	"1"	"2"	"3"	0	"97 Acharya Drive"	"A1L4A5"	"-52.895093"	"47.538121"	"50 x 98"	""	""	""	""	""	""	"50 x 98"	"https://www.realtor.ca//Residential/Single-Family/19029127/97-Acharya-Drive-Paradise-Newfoundland-Labrador-A1L4A5"
"1168227"	"350000"	"House"		"1981"	"1"	"2"	"3"	0	"99 Acharya Drive"	"A1L4A5"	"-52.895007"	"47.538121"	"50 x 98"	"Attached garage"	""	""	""	""	""	"50 X 98"	"https://www.realtor.ca//Residential/Single-Family/19029126/99-Acharya-Drive-Paradise-Newfoundland-Labrador-A1L4A5"
"1168503"	"389900"	"House"	"Freehold"	"3200"	"1"	"3"	"3"	"1"	"10 Hollow Cove Road"	"A0A3L0"	"-52.75447"	"47.759153"	"1.2 acres"	"Detached garage"	""	""	""	""	""	"1.2 Acres|1 - 3 acres"	"https://www.realtor.ca//Residential/Single-Family/19028104/10-Hollow-Cove-Road-Pouch-Cove-Newfoundland-Labrador-A0A3L0"
"1168328"	"299000"	"House"	"Freehold"	"1300"	"2"	"2"	"3"	0	"11 Willenhall Place"	"A1E0E7"	"-52.764587"	"47.544645"	"50 x 90"	""	""	""	""	""	""	"50X90 Approx|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19018523/11-Willenhall-Place-St-Johns-Newfoundland-Labrador-A1E0E7"
"1168367"	"309900"	"House"		"2109"	"1"	"3"	"3"	0	"7 Rosegate Place"	"A1W0C6"	"-52.944038"	"47.533119"	""	""	""	""	""	""	""	"65 x 95 irregular|4,051 - 7,250 sqft"	"https://www.realtor.ca//Residential/Single-Family/19018519/7-Rosegate-Place-Conception-Bay-South-Newfoundland-Labrador-A1W0C6"
"1168379"	"324900"	"House"	"Freehold"	"2200"	"1"	"2"	"3"	0	"67 Finlaystone Drive"	"A1N0E2"	"-52.805662"	"47.533186"	"50 x 100"	"Attached garage"	""	""	""	""	""	"50x100|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/19017540/67-Finlaystone-Drive-Mount-Pearl-Newfoundland-Labrador-A1N0E2"
"1168170"	"349000"	"House"	"Freehold"	"1803"	"1"	"3"	"3"	0	"60 Willenhall Place"	"A1E0E7"	"-52.766787"	"47.543027"	"50 x 100"	"Attached garage"	""	""	""	""	""	"50x100 approx|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18998168/60-Willenhall-Place-St-Johns-Newfoundland-Labrador-A1E0E7"
"1168003"	"379900"	"House"	"Freehold"	"3600"	"1"	"3"	"2"	"2"	"3 Bayview Heights"	"A1L3S9"	"-52.901573"	"47.564585"	"109 x 186 x 101"	"Detached garage"	""	""	""	""	""	"109 x 186 x 101|.5 - 9.99 acres"	"https://www.realtor.ca//Residential/Single-Family/18985820/3-Bayview-Heights-Paradise-Newfoundland-Labrador-A1L3S9"
"1167927"	"399900"	"House"	"Freehold"	"1450"	"1.5"	"1"	"2"	"1"	"10 Maple Street"	"A1A2T4"	"-52.719473"	"47.572678"	"41 x 161 x 68 x 167"	""	""	""	""	""	""	"41 X 161 X 68 X 167|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18984819/10-MAPLE-Street-ST-JOHNS-Newfoundland-Labrador-A1A2T4"
"1167849"	"359900"	"House"	"Freehold"	"2194"	"1"	"2"	"3"	0	"21 Denehurst Drive"	"A1E5Z1"	"-52.830101"	"47.543042"	"63 x 99"	"Garage"	"1"	"Attached garage"	""	""	""	"63 x 99|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18977643/21-Denehurst-Drive-Paradise-Newfoundland-Labrador-A1E5Z1"
"1130436"	"389000"	"House"	"Freehold"	"2430"	"2"	"2"	"3"	0	"31 Heightview Drive"	"A1L0A3"	"-52.8678239"	"47.5326589"	"50 x 135"	"Detached garage"	""	"Garage"	"2"	""	""	"50 X 135|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18962954/31-HEIGHTVIEW-Drive-PARADISE-Newfoundland-Labrador-A1L0A3"
"1167855"	"365000"	"House"	"Freehold"	"1265"	"1"	"2"	"3"	0	"3 Ariel Place"	"A1B0N1"	"-52.791699"	"47.555048"	"49 x 135 x 49 x 109"	"Attached garage"	""	""	""	""	""	"49X135X49X109|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18975526/3-ARIEL-Place-ST-JOHNS-Newfoundland-Labrador-A1B0N1"
"1167822"	"349000"	"House"	"Freehold"	"3330"	"2"	"2"	"3"	0	"331 Hamilton Avenue"	"A1E1K1"	"-52.730792"	"47.548068"	""	""	""	""	""	""	""	"TBD|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18974438/331-Hamilton-Avenue-St-Johns-Newfoundland-Labrador-A1E1K1"
"1167795"	"394900"	"House"	"Freehold"	"2274"	"2"	"3"	"3"	0	"24 Denehurst Drive"	"A1E5Z1"	"-52.82883"	"47.542525"	"42.5 x 100"	"Attached garage"	""	"Garage"	"1"	""	""	"42.5 x 100|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18970619/24-Denehurst-Drive-Paradise-Newfoundland-Labrador-A1E5Z1"
"1167425"	"369900"	"House"	"Freehold"	"2033"	"1"	"2"	"3"	0	"237 Elizabeth Drive"	"A1L0L8"	"-52.829332"	"47.541971"	""	"Attached garage"	""	""	""	""	""	"51.7 X 120 X 53. 4 X 100"	"https://www.realtor.ca//Residential/Single-Family/18932196/237-ELIZABETH-Drive-PARADISE-Newfoundland-Labrador-A1L0L8"
"1166037"	"399900"	"House"	"Freehold"	"2324"	"2"	"3"	"3"	0	"25 Sunset Way"	"A1A1A1"	"-52.87547"	"47.586548"	"75 x 220"	"Attached garage"	""	""	""	""	""	"75 x 220|10,890 - 21,799 sqft (1/4 - 1/2 ac)"	"https://www.realtor.ca//Residential/Single-Family/18891970/25-Sunset-Way-St-Philips-Newfoundland-Labrador-A1A1A1"
"1165903"	"289900"	"House"		"2228"	"1"	"2"	"3"	0	"Lot 25 Townsview Place"	"A1A1A1"	"-52.954886"	"47.514513"	"65 x 126"	""	""	""	""	""	""	"65'x126'|7,251 - 10,889 sqft"	"https://www.realtor.ca//Residential/Single-Family/18880876/lot-25-Townsview-Place-Conception-Bay-South-Newfoundland-Labrador-A1A1A1"
"1165921"	"299900"	"House"		"1938"	"2"	"3"	"3"	0	"17A Townsview Place"	"A1A1A1"	"-52.954213"	"47.51332"	"50 x 190 x 138"	""	""	""	""	""	""	"50x190x138|4,051 - 7,250 sqft"	"https://www.realtor.ca//Residential/Single-Family/18880871/17A-Townsview-Place-Conception-Bay-South-Newfoundland-Labrador-A1A1A1"
"1165638"	"350000"	"House"	"Freehold"	"2460"	"1"	"2"	"3"	0	"Lot 11 Kevin Butt Place"	"A1K0H7"	"-52.71928"	"47.723569"	""	""	""	""	""	""	""	"3/4 Acre|.5 - 9.99 acres"	"https://www.realtor.ca//Residential/Single-Family/18842933/Lot-11-Kevin-Butt-Place-FLATROCK-Newfoundland-Labrador-A1K0H7"
"1163975"	"375000"	"House"	"Freehold"	"3500"	"2"	"4"	"4"	0	"578 Old Broad Cove Road"	"A1M1Z2"	"-52.862778"	"47.594519"	"185 x 300"	""	""	""	""	""	""	"185 X 300|1 - 3 acres"	"https://www.realtor.ca//Residential/Single-Family/18780092/578-Old-Broad-Cove-Road-St-Phillips-Newfoundland-Labrador-A1M1Z2"
"1162492"	"299900"	"House"	"Freehold"	"2033"	"1"	"2"	"3"	0	"91A Conception Bay Highway"	"A0A2R0"	"-53.089259"	"47.433127"	"75 x 140"	"Attached garage"	""	""	""	""	""	"75 X 140|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18648660/91A-CONCEPTION-BAY-Highway-HOLYROOD-Newfoundland-Labrador-A0A2R0"
"1161742"	"279900"	"House"	"Freehold"	"2066"	"1"	"2"	"2"	0	"45 Oaken Drive"	"A1X0B9"	"-53.027785"	"47.485591"	"50 x 118 x 68 x 118"	""	""	""	""	""	""	"approx 50x118x68x118|4,051 - 7,250 sqft"	"https://www.realtor.ca//Residential/Single-Family/18584270/45-Oaken-Drive-Conception-Bay-South-Newfoundland-Labrador-A1X0B9"
"1161736"	"279900"	"House"		"2066"	"1"	"2"	"2"	0	"47 Oaken Drive"	"A1X0B9"	"-53.027828"	"47.485468"	"50 x 110"	""	""	""	""	""	""	"approx 50 x 110|4,051 - 7,250 sqft"	"https://www.realtor.ca//Residential/Single-Family/18584264/47-Oaken-Drive-Conception-Bay-South-Newfoundland-Labrador-A1X0B9"
"1160662"	"379000"	"House"	"Freehold"	"2920"	"2"	"3"	"3"	0	"321 Southside Road"	"A1E1A1"	"-52.7141153"	"47.5511686"	"66 x 154"	"Detached garage"	""	"Garage"	"1"	""	""	"66 x 154|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18533368/321-Southside-Road-St-Johns-Newfoundland-Labrador-A1E1A1"
"1158148"	"319900"	"House"		"1270"	"2"	"2"	"3"	0	"39 Shriners Road"	"A1E4T3"	"-52.755501"	"47.548411"	"50 x 100"	""	""	""	""	""	""	"50X100|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18289570/39-Shriners-Road-St-Johns-Newfoundland-Labrador-A1E4T3"
"1158141"	"369900"	"House"	"Freehold"	"2178"	"1"	"2"	"3"	0	"9 Eileen Place"	"A1K1A3"	"-52.729007"	"47.642806"	"33 x 96 x 115 x 92"	"Attached garage"	""	"Garage"	"1"	""	""	"33 x 96 x 115 x 92|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18289567/9-Eileen-Place-StPhilips-Newfoundland-Labrador-A1K1A3"
"1158135"	"379900"	"House"	"Freehold"	"2033"	"1"	"2"	"3"	0	"14 Megan Ridge Drive"	"A1K1A3"	"-52.729009"	"47.642808"	"114 x 77"	"Attached garage"	""	""	""	""	""	"114 x 77|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18289563/14-Megan-Ridge-Drive-St-Philips-Newfoundland-Labrador-A1K1A3"
"1158136"	"279900"	"House"		"1560"	"1"	"1"	"2"	0	"22 Shriners Road"	"A1E4T3"	"-52.754611"	"47.548821"	"50 x 100"	""	""	""	""	""	""	"50X100|under 1/2 acre"	"https://www.realtor.ca//Residential/Single-Family/18289564/22-Shriners-Road-St-Johns-Newfoundland-Labrador-A1E4T3"
